Submitted Data,Passed Quality Assurance Check,Residents Total Admissions COVID-19,Residents Total Confirmed COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Staff Total Confirmed COVID-19,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Number of Residents with New Influenza,Number of Residents with Acute Respiratory Illness Symptoms Excluding COVID-19 and/or Influenza,During Past Two Weeks Average Time to Receive COVID-19 Test Results from Non-Point-of-Care Tests,Number of Staff and/or Personnel with a New Positive COVID-19 Test Result,Number of Staff and/or Personnel with Acute Respiratory Illness Symptoms Excluding COVID-19 and/or Influenza,Alcohol-Based Hand Rub (ABHR) Available,N95 Respirator Strategy for Optimization,Face Masks Strategy for Optimization,Eye Protection Strategy for Optimization,Gowns Strategy for Optimization,Gloves Strategy for Optimization,
Y,Y,0,0,22,0,92,82,Y,Y,NA,NA,4,0,Y,N,Y,N,0,0,NA,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,13,77,26,6,109,86,Y,Y,1,29,39,0,N,N,N,N,895.35,69.77,7.79,0,0,NOTEST,0,1,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,30,30,24,87,44,Y,Y,2,45,14,0,N,N,N,N,681.82,545.45,80,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,6,87,22,6,136,79,Y,Y,0,79,35,0,N,N,N,N,1101.27,75.95,6.9,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,62,61,28,14,120,111,Y,Y,221,252,33,2,N,N,N,N,549.55,126.13,22.95,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,0,0,22,0,98,91,Y,Y,0,101,5,0,N,N,N,N,0,0,NA,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,10,40,12,2,117,76,Y,Y,6,28,16,0,Y,N,Y,N,526.32,26.32,5,0,0,1-2 DAYS,0,1,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,32,0,96,55,N,Y,1,0,20,0,N,N,N,N,0,0,NA,0,1,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,15,0,44,33,Y,Y,2,63,3,0,N,N,N,N,0,0,NA,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,18,6,24,0,96,80,Y,Y,0,0,9,0,Y,N,Y,N,75,0,0,0,0,>7 DAYS,1,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,16,2,1,84,59,Y,Y,0,0,14,0,Y,N,N,N,271.19,16.95,6.25,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,22,45,15,8,80,61,Y,Y,4,80,41,0,N,N,N,N,737.7,131.15,17.78,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,6,32,29,9,96,78,Y,Y,7,74,30,0,Y,N,Y,Y,410.26,115.38,28.13,0,1,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,4,27,1,62,49,Y,Y,0,204,8,0,N,N,N,N,81.63,20.41,25,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,
Y,Y,0,33,9,0,98,66,Y,Y,0,0,34,0,N,N,N,N,500,0,0,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,16,36,2,139,77,Y,Y,75,118,26,0,N,N,N,N,207.79,25.97,12.5,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,1,27,6,98,68,Y,Y,NA,NA,25,0,N,N,N,N,14.71,88.24,600,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,
Y,Y,0,61,34,9,135,92,Y,Y,NA,NA,24,0,N,N,N,N,663.04,97.83,14.75,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,10,0,32,19,Y,Y,0,34,5,0,N,N,N,N,0,0,NA,0,0,NOTEST,0,0,N,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,26,6,1,55,40,Y,Y,0,0,22,0,N,N,N,N,650,25,3.85,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,28,58,14,7,140,74,Y,Y,0,187,34,0,N,N,N,N,783.78,94.59,12.07,0,0,<1 DAY,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,
Y,Y,6,1,28,0,96,77,Y,Y,67,61,10,0,Y,N,Y,Y,12.99,0,0,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,5,9,0,39,26,Y,Y,0,27,9,0,N,N,N,N,192.31,0,0,0,0,<1 DAY,0,1,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,46,34,10,85,55,Y,Y,NA,NA,45,0,Y,N,Y,N,836.36,181.82,21.74,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,46,13,12,3,86,32,Y,Y,0,0,18,0,N,N,N,N,406.25,93.75,23.08,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,5,41,36,19,74,65,Y,Y,2,68,35,0,Y,N,Y,Y,630.77,292.31,46.34,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONTINGENCY,
Y,Y,0,61,23,5,114,88,Y,Y,0,29,30,0,Y,N,N,N,693.18,56.82,8.2,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,90,52,45,16,74,52,Y,Y,0,0,55,0,N,N,N,N,1000,307.69,30.77,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,9,47,33,7,102,78,Y,Y,54,101,52,0,Y,N,Y,N,602.56,89.74,14.89,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,22,49,20,4,82,74,Y,Y,3,47,40,0,N,N,N,N,662.16,54.05,8.16,0,0,<1 DAY,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,
Y,Y,5,25,3,3,104,71,Y,Y,0,0,37,0,Y,N,Y,N,352.11,42.25,12,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,21,27,22,8,137,79,Y,Y,0,81,20,0,Y,N,Y,N,341.77,101.27,29.63,0,0,<1 DAY,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,1,18,0,121,58,Y,Y,0,74,8,0,N,N,N,N,17.24,0,0,0,2,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,4,16,0,83,60,Y,Y,3,123,11,0,N,N,N,N,66.67,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,19,0,92,61,Y,Y,2,7,3,0,Y,N,Y,Y,0,0,NA,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,19,34,14,144,61,Y,Y,0,0,17,1,N,N,N,N,311.48,229.51,73.68,0,1,3-7 DAYS,0,1,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,6,4,3,99,72,Y,Y,0,0,14,0,Y,Y,Y,Y,83.33,41.67,50,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,53,12,7,90,64,Y,Y,3,2,28,0,Y,N,Y,N,828.13,109.38,13.21,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,9,62,41,10,124,103,Y,Y,0,103,31,0,N,N,N,N,601.94,97.09,16.13,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,61,21,0,102,80,Y,Y,0,0,53,0,N,N,N,N,762.5,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,16,0,61,50,Y,Y,0,88,7,0,N,N,N,N,0,0,NA,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,16,0,105,59,Y,Y,NA,NA,7,0,Y,N,N,N,0,0,NA,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,3,0,108,90,Y,Y,NA,NA,6,0,N,N,N,N,0,0,NA,0,0,NOTEST,0,0,Y,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,7,0,56,40,Y,Y,0,56,4,0,N,N,N,N,0,0,NA,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,12,1,49,0,117,94,Y,Y,1,0,36,0,N,N,N,N,10.64,0,0,0,0,NOTEST,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,2,0,75,54,Y,Y,1,0,1,0,N,N,N,N,0,0,NA,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,10,8,2,112,49,Y,Y,3,80,6,0,N,N,Y,N,204.08,40.82,20,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,0,4,0,103,85,Y,Y,0,7,7,0,N,N,N,N,0,0,NA,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,39,25,5,139,97,Y,Y,NA,NA,28,0,N,N,N,N,402.06,51.55,12.82,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,48,43,2,94,82,Y,Y,1,0,31,0,Y,Y,Y,Y,585.37,24.39,4.17,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,1,23,0,150,74,Y,Y,3,143,3,0,N,N,N,N,13.51,0,0,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,51,33,7,113,78,Y,Y,0,0,20,1,N,N,Y,N,653.85,89.74,13.73,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,23,91,37,11,111,53,Y,Y,88,115,58,0,Y,N,N,Y,1716.98,207.55,12.09,0,0,1-2 DAYS,2,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,
Y,Y,6,41,41,10,125,77,Y,Y,150,160,35,0,Y,N,Y,Y,532.47,129.87,24.39,0,0,3-7 DAYS,1,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,47,18,5,102,64,Y,Y,0,171,22,1,Y,N,Y,N,734.38,78.13,10.64,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,2,4,0,69,46,Y,Y,NA,NA,4,0,N,N,N,N,43.48,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,5,38,43,10,120,91,N,N,5,103,23,0,Y,Y,Y,Y,417.58,109.89,26.32,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,0,0,21,0,84,76,Y,Y,NA,NA,1,0,N,N,Y,N,0,0,NA,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,26,11,3,40,33,Y,Y,NA,NA,18,0,N,N,N,N,787.88,90.91,11.54,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,20,12,0,83,43,Y,Y,0,114,21,0,N,N,N,N,465.12,0,0,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,2,7,0,124,73,Y,Y,0,0,5,0,N,N,N,N,27.4,0,0,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,3,20,0,91,60,Y,Y,0,11,6,0,N,N,N,N,50,0,0,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,9,33,27,15,64,40,Y,Y,0,7,42,0,Y,N,Y,Y,825,375,45.45,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,41,16,1,85,60,Y,Y,2,84,18,0,N,N,N,N,683.33,16.67,2.44,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,
Y,Y,7,60,31,3,100,68,Y,Y,0,98,39,0,N,N,N,N,882.35,44.12,5,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,6,1,54,44,Y,N,1,51,13,0,N,N,N,N,0,22.73,NA,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,10,30,14,0,80,58,Y,Y,57,71,13,0,N,N,Y,N,517.24,0,0,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,23,69,59,13,105,78,Y,Y,159,111,51,0,N,N,N,N,884.62,166.67,18.84,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,3,7,1,45,43,Y,Y,86,78,7,0,N,N,N,N,69.77,23.26,33.33,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,
Y,Y,30,58,37,19,92,70,Y,Y,0,92,35,0,N,N,N,N,828.57,271.43,32.76,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,10,30,46,27,76,43,Y,Y,0,86,45,0,N,N,N,N,697.67,627.91,90,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,
Y,Y,9,40,28,8,96,61,Y,Y,0,0,26,0,Y,N,Y,N,655.74,131.15,20,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,23,41,31,15,91,55,Y,Y,0,0,25,0,Y,Y,Y,N,745.45,272.73,36.59,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,29,8,3,62,38,Y,Y,0,44,9,0,N,N,N,N,763.16,78.95,10.34,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,10,0,11,0,70,44,Y,Y,44,86,6,0,N,N,N,N,0,0,NA,0,0,1-2 DAYS,3,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,25,9,26,6,75,62,Y,Y,0,0,11,0,N,N,N,N,145.16,96.77,66.67,0,1,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,45,27,12,120,91,Y,Y,4,115,51,0,N,N,Y,N,494.51,131.87,26.67,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,0,12,0,46,23,Y,Y,60,82,6,0,N,N,N,N,0,0,NA,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,9,31,21,13,53,33,Y,Y,0,59,22,0,Y,N,Y,N,939.39,393.94,41.94,0,0,<1 DAY,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,63,29,15,128,97,Y,Y,0,4,39,0,N,N,N,N,649.48,154.64,23.81,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,26,0,70,58,Y,Y,0,111,1,0,N,N,N,N,0,0,NA,0,0,1-2 DAYS,0,2,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,30,113,36,20,164,104,Y,Y,228,391,65,0,N,N,N,N,1086.54,192.31,17.7,0,0,1-2 DAYS,2,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,2,12,1,55,39,Y,Y,0,65,11,0,N,N,N,N,51.28,25.64,50,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,96,56,22,125,95,Y,Y,42,62,54,0,N,N,N,N,1010.53,231.58,22.92,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,12,58,34,19,97,43,Y,Y,0,71,36,1,N,N,N,N,1348.84,441.86,32.76,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,19,42,3,148,83,Y,Y,37,136,17,0,N,N,N,N,228.92,36.14,15.79,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,13,52,15,6,88,83,Y,Y,0,131,31,0,N,N,N,N,626.51,72.29,11.54,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,25,36,17,42,26,Y,Y,8,37,26,0,Y,N,N,Y,961.54,653.85,68,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,35,0,121,89,Y,Y,7,72,5,0,N,N,N,N,0,0,NA,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,19,18,4,57,37,Y,Y,37,67,9,0,Y,N,Y,Y,513.51,108.11,21.05,0,0,<1 DAY,2,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,5,0,15,1,92,51,Y,Y,94,96,13,0,N,N,N,N,0,19.61,NA,0,1,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,31,35,16,10,88,32,Y,Y,0,4,48,0,Y,N,N,N,1093.75,312.5,28.57,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,19,49,4,151,96,Y,Y,0,169,36,1,Y,N,Y,N,197.92,41.67,21.05,0,0,NOTEST,0,0,Y,CRISIS,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,55,4,20,1,80,65,Y,Y,4,139,11,0,N,N,N,N,61.54,15.38,25,0,0,<1 DAY,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,0,0,21,0,59,41,Y,Y,0,0,2,0,N,N,N,N,0,0,NA,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,74,0,142,90,Y,Y,0,226,19,0,Y,N,Y,N,0,0,NA,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,49,33,5,4,82,65,Y,Y,NA,NA,18,0,N,N,N,N,507.69,61.54,12.12,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,40,32,15,78,43,Y,Y,0,5,58,0,N,N,N,N,930.23,348.84,37.5,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,38,48,38,12,84,52,Y,Y,51,100,50,0,N,N,Y,N,923.08,230.77,25,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,6,0,44,30,Y,Y,0,20,2,0,N,N,N,N,0,0,NA,0,0,NOTEST,0,0,Y,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,20,44,13,3,95,52,Y,Y,0,22,40,0,N,N,N,N,846.15,57.69,6.82,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,9,31,2,112,70,Y,Y,0,0,36,0,Y,N,Y,N,128.57,28.57,22.22,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,57,35,67,7,211,108,Y,Y,94,208,55,0,N,N,N,N,324.07,64.81,20,0,0,1-2 DAYS,0,0,Y,CRISIS,CONTINGENCY,CRISIS,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,7,4,0,47,25,Y,Y,0,11,7,0,N,N,N,N,280,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,13,46,26,15,117,80,Y,Y,2,125,44,0,Y,N,Y,N,575,187.5,32.61,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,13,24,1,117,95,Y,Y,NA,NA,35,2,Y,N,Y,Y,136.84,10.53,7.69,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,22,54,18,6,54,39,Y,Y,2,62,25,0,Y,N,Y,N,1384.62,153.85,11.11,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,24,11,47,0,99,86,Y,Y,3,115,10,0,N,N,N,Y,127.91,0,0,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,
Y,Y,4,8,5,0,67,50,Y,Y,0,3,6,0,N,N,N,N,160,0,0,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,
Y,Y,3,49,89,17,187,111,Y,Y,0,71,91,0,N,N,N,N,441.44,153.15,34.69,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
