SD,PQA,RTA,NB,OB,CTR,CTS,TR,TS,STC,STD,SN,SC,SA,SO,RCR,RDR,NRNI,NRAR,ATT,NSRA,ABHR,N95RS,FMS,EPS,GS,GLS
Y,Y,7,50,37,Y,Y,73,111,24,0,N,N,N,N,1081.08,81.08,0,0,3-7 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,0,46,43,Y,Y,0,31,5,0,N,N,N,N,139.53,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,36,22,Y,Y,0,0,17,0,N,N,N,N,227.27,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,36,31,Y,Y,0,12,11,0,N,N,N,N,32.26,0,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,40,31,Y,Y,0,0,24,0,N,N,N,N,935.48,161.29,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,44,36,Y,Y,3,15,6,0,N,N,N,N,361.11,83.33,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,109,48,Y,Y,48,121,35,0,N,N,N,N,520.83,187.5,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,20,7,Y,Y,0,0,7,0,N,N,N,N,0,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,120,76,Y,Y,0,0,24,0,Y,Y,Y,Y,171.05,52.63,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,9,22,17,Y,Y,0,0,15,0,N,N,N,N,235.29,0,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY
Y,Y,2,32,29,Y,Y,0,53,28,0,N,N,N,N,896.55,310.34,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,91,89,Y,Y,88,160,46,0,N,N,N,N,921.35,123.6,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,27,88,64,Y,Y,0,65,22,1,Y,Y,Y,Y,46.88,171.88,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,60,60,Y,Y,0,0,29,1,Y,N,Y,N,616.67,33.33,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,8,45,27,Y,Y,4,22,25,0,N,N,N,N,370.37,0,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,40,38,Y,Y,0,37,45,0,N,N,N,N,26.32,0,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,60,39,Y,Y,4,0,15,0,N,N,Y,N,102.56,153.85,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,120,88,Y,Y,18,35,49,1,N,N,N,N,1022.73,136.36,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,77,77,52,Y,Y,0,48,25,0,N,N,N,N,1365.38,134.62,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,48,45,Y,Y,0,0,8,0,N,N,N,N,111.11,22.22,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,16,40,14,Y,Y,14,0,29,0,N,N,N,N,3285.71,1000,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,50,47,Y,Y,8,55,22,0,N,N,N,N,638.3,297.87,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,54,44,Y,Y,11,30,35,2,N,N,N,N,931.82,727.27,0,0,NOTEST,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,56,52,Y,Y,6,2,14,0,Y,N,Y,N,0,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,21,66,61,Y,Y,33,67,30,0,Y,N,Y,N,557.38,180.33,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,23,63,39,Y,Y,1,80,60,0,N,N,N,N,743.59,230.77,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,8,48,33,Y,Y,1,23,36,0,N,Y,Y,N,727.27,0,0,0,NOTEST,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,22,21,Y,Y,9,3,7,0,N,N,N,N,95.24,47.62,0,0,NOTEST,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,13,46,37,Y,Y,0,26,20,0,N,N,N,N,324.32,135.14,0,0,1-2 DAYS,1,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,21,174,156,Y,Y,1,47,40,0,Y,N,Y,Y,448.72,96.15,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,90,47,Y,Y,3,47,41,0,N,N,N,N,1191.49,468.09,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,41,31,Y,Y,31,63,15,0,N,N,N,N,645.16,64.52,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,48,28,Y,Y,0,46,22,0,Y,N,Y,N,321.43,0,0,0,<1 DAY,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL
Y,Y,0,22,15,Y,Y,0,22,5,0,N,N,N,N,133.33,0,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,8,51,29,Y,Y,19,12,12,0,N,N,N,N,241.38,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,90,57,Y,Y,25,69,36,0,Y,N,Y,Y,1070.18,105.26,0,0,NOTEST,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY
Y,Y,0,25,23,Y,Y,8,9,9,0,N,N,N,N,217.39,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,20,14,Y,Y,0,15,5,0,N,N,N,N,71.43,0,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,53,35,Y,Y,70,70,9,0,N,N,N,N,28.57,0,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,43,64,46,Y,Y,0,0,23,0,N,N,N,N,43.48,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,153,120,78,Y,Y,24,19,105,0,N,N,N,N,487.18,76.92,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,44,31,Y,Y,1,2,27,0,N,N,N,N,483.87,0,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,8,40,30,Y,Y,0,30,23,0,N,N,N,N,166.67,100,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,56,9,Y,Y,4,17,2,0,N,N,N,N,0,0,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,70,24,Y,Y,22,35,5,0,Y,N,N,N,0,0,0,0,3-7 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL
Y,Y,0,29,3,Y,Y,0,0,0,0,N,N,N,N,0,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,196,130,Y,Y,6,55,60,0,N,N,N,N,523.08,138.46,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,14,107,73,Y,Y,3,22,65,0,N,N,N,N,863.01,68.49,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,238,150,Y,Y,0,3,77,0,N,N,N,N,266.67,20,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,31,121,87,Y,Y,0,8,80,0,N,N,N,N,850.57,218.39,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,257,145,Y,Y,5,59,150,0,N,N,N,N,406.9,124.14,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,236,164,Y,Y,8,4,70,0,Y,N,Y,Y,115.85,18.29,0,1,<1 DAY,4,Y,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,0,62,22,Y,Y,0,0,4,0,N,N,N,N,409.09,0,0,0,<1 DAY,0,Y,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,25,12,Y,Y,NA,NA,2,0,N,N,N,N,0,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,29,19,Y,Y,NA,NA,2,0,N,N,N,N,0,0,0,0,3-7 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY
Y,Y,0,19,12,Y,Y,NA,NA,18,0,N,N,N,N,0,0,0,0,3-7 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL
Y,Y,3,41,28,Y,Y,27,1,16,0,Y,N,N,N,214.29,0,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,0,25,11,Y,Y,1,0,4,0,Y,N,N,N,90.91,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,52,60,56,Y,Y,NA,NA,17,0,N,N,Y,N,428.57,0,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,66,57,Y,Y,1,0,12,0,N,N,N,N,17.54,70.18,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,57,25,Y,Y,0,0,27,0,N,N,N,N,600,280,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,12,130,92,Y,Y,8,24,66,0,N,N,N,N,923.91,54.35,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,8,153,125,Y,Y,18,12,71,0,N,N,N,N,472,32,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,0,168,129,Y,Y,0,0,83,0,N,N,N,N,503.88,108.53,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,112,122,89,Y,Y,0,0,99,0,N,N,N,N,1494.38,404.49,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,86,79,Y,Y,3,0,64,0,N,N,N,N,848.1,177.22,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,60,31,Y,Y,NA,NA,8,0,Y,N,Y,N,483.87,96.77,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,141,72,52,Y,Y,0,1,45,0,N,N,N,N,1096.15,192.31,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,20,57,47,Y,Y,0,0,34,0,N,N,N,N,553.19,21.28,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,125,129,108,Y,Y,0,140,94,2,Y,N,Y,Y,1092.59,175.93,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,21,145,101,Y,Y,0,0,73,0,N,N,N,N,1138.61,504.95,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,289,152,132,Y,Y,1,0,38,0,N,N,N,N,196.97,22.73,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,18,128,88,Y,Y,0,0,74,0,N,N,N,N,1090.91,318.18,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,156,134,Y,Y,0,0,99,0,N,N,N,N,962.69,208.96,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY
Y,Y,1,114,88,Y,Y,0,0,22,0,N,N,N,N,295.45,11.36,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,146,107,Y,Y,7,6,25,0,N,N,N,N,84.11,9.35,0,0,<1 DAY,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,30,200,134,Y,Y,5,0,72,0,N,N,N,N,985.07,171.64,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,14,161,92,Y,Y,0,0,74,2,N,N,N,N,1173.91,152.17,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,16,100,64,Y,Y,1,0,52,0,N,N,N,Y,937.5,250,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,50,24,Y,Y,0,1,20,0,N,N,N,N,458.33,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,10,150,106,Y,Y,0,2,62,0,N,N,N,N,849.06,188.68,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,19,132,91,Y,Y,0,0,60,0,N,N,N,N,802.2,186.81,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,126,99,Y,Y,0,0,60,0,N,N,N,N,949.49,393.94,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,35,100,69,Y,Y,0,0,65,0,Y,N,Y,Y,579.71,289.86,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,13,133,85,Y,Y,85,21,60,0,Y,N,Y,N,952.94,152.94,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,133,102,Y,Y,1,0,56,0,N,N,N,N,754.9,176.47,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,74,57,Y,Y,0,1,49,0,N,N,N,N,947.37,157.89,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,18,120,75,Y,Y,1,0,31,0,N,N,N,N,133.33,146.67,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,16,172,138,Y,Y,0,0,50,0,N,N,N,N,869.57,311.59,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,96,90,Y,Y,2,0,21,0,N,N,N,N,355.56,66.67,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,160,113,Y,Y,4,0,71,0,Y,Y,Y,Y,1318.58,212.39,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,80,64,Y,Y,0,6,21,0,N,N,N,N,187.5,0,0,1,1-2 DAYS,2,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,18,166,103,N,Y,0,0,119,0,N,N,N,N,417.48,135.92,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,8,31,28,Y,Y,0,0,13,0,N,N,N,N,500,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,9,96,76,Y,Y,0,0,34,0,N,N,N,N,671.05,105.26,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,12,120,86,Y,Y,4,0,68,1,N,N,N,N,1000,302.33,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,120,62,Y,Y,8,0,17,1,Y,N,Y,Y,96.77,64.52,0,1,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,12,154,84,Y,Y,1,1,67,0,N,N,N,N,595.24,83.33,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,41,28,Y,Y,0,0,28,0,N,N,N,N,178.57,321.43,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,119,90,Y,Y,0,0,60,0,N,N,N,N,1044.44,211.11,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,103,63,38,Y,Y,3,14,27,0,N,N,N,N,394.74,52.63,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,5,76,44,Y,Y,0,0,50,0,N,N,N,N,1136.36,340.91,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONTINGENCY
Y,Y,18,120,63,Y,Y,2,2,43,0,N,N,N,N,1333.33,333.33,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,70,53,Y,Y,0,0,24,0,N,N,N,N,849.06,37.74,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,49,45,Y,Y,NA,NA,25,0,N,N,N,N,444.44,22.22,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,95,73,Y,Y,0,1,15,0,N,N,N,N,232.88,13.7,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,170,122,Y,Y,0,0,77,0,N,N,N,N,1155.74,295.08,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,60,46,Y,Y,1,2,8,0,N,N,N,N,130.43,0,0,0,<1 DAY,1,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,30,210,161,Y,Y,7,1,58,0,N,N,N,N,639.75,49.69,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,5,185,129,Y,Y,0,0,49,0,Y,N,Y,N,1162.79,170.54,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,0,110,75,Y,Y,0,0,28,0,Y,N,Y,Y,333.33,133.33,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,106,85,Y,Y,1,0,21,0,N,N,N,N,82.35,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,17,190,153,Y,Y,0,0,70,0,N,N,N,N,797.39,124.18,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,12,68,50,Y,Y,0,0,30,0,N,N,N,N,1120,220,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,16,206,183,Y,Y,5,0,106,2,Y,N,Y,N,1103.83,245.9,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,98,70,Y,Y,0,0,61,0,N,N,N,N,1257.14,314.29,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,25,131,90,Y,Y,0,0,67,1,N,N,N,Y,1033.33,244.44,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,1,60,54,Y,Y,0,0,48,0,N,N,N,N,1055.56,351.85,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,73,66,Y,Y,1,0,42,0,N,N,N,N,742.42,242.42,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,14,120,92,Y,Y,0,0,68,0,N,N,N,N,1054.35,239.13,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,43,24,Y,Y,15,30,48,0,N,N,Y,N,1416.67,500,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONTINGENCY
Y,Y,8,33,27,Y,Y,1,0,23,0,N,N,N,N,1000,296.3,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,63,54,Y,Y,NA,NA,23,0,N,N,N,N,592.59,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,31,25,Y,Y,0,0,11,0,N,N,N,N,1120,160,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,8,71,44,Y,Y,43,44,7,0,N,N,Y,N,22.73,204.55,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,66,54,Y,Y,52,77,32,0,Y,N,Y,N,925.93,148.15,0,0,3-7 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,4,258,159,Y,Y,0,0,65,0,N,N,N,N,716.98,220.13,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
