SD,PQA,RTA,NB,OB,CTR,CTS,TR,TS,STC,STD,SN,SC,SA,SO,RCR,RDR,NRNI,NRAR,ATT,NSRA,ABHR,N95RS,FMS,EPS,GS,GLS
Y,Y,16,200,136,Y,Y,4,36,79,0,N,N,N,N,1147.06,242.65,0,2,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,0,41,39,Y,Y,NA,NA,2,0,Y,N,Y,Y,0,0,0,0,NA,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONTINGENCY
Y,Y,101,301,151,Y,Y,3,307,223,0,Y,N,Y,N,1688.74,576.16,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,13,150,84,Y,Y,NA,NA,52,0,N,N,N,N,1119.05,321.43,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,N,162,190,139,Y,Y,124,98,95,0,N,N,N,N,841.73,208.63,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,55,51,Y,Y,50,104,47,0,N,N,N,N,882.35,176.47,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,59,49,Y,Y,0,1,30,0,N,N,N,N,448.98,61.22,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,13,170,122,Y,Y,0,0,32,0,N,N,N,N,245.9,57.38,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,46,41,Y,Y,119,124,44,0,N,N,N,N,97.56,48.78,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,100,63,Y,Y,0,0,58,0,Y,N,N,N,904.76,190.48,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,50,41,Y,Y,0,32,8,0,N,N,N,N,0,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,19,120,88,Y,Y,0,13,46,0,N,N,N,N,1102.27,170.45,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,18,45,42,Y,Y,6,35,16,0,N,N,N,N,1523.81,190.48,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,150,80,Y,Y,1,1,44,0,N,N,N,N,912.5,112.5,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,53,53,Y,Y,NA,NA,8,0,N,N,N,N,0,18.87,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,60,55,Y,Y,0,85,12,0,N,N,N,N,0,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,12,96,62,Y,Y,0,92,36,0,N,N,N,N,1016.13,435.48,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,59,50,Y,Y,0,31,16,0,Y,Y,Y,Y,140,20,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,224,147,86,Y,Y,0,26,111,0,N,N,N,N,1325.58,383.72,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,72,180,160,Y,Y,0,41,29,0,N,N,N,N,206.25,100,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,157,115,Y,Y,2,105,87,0,N,N,N,N,782.61,200,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,20,120,89,Y,Y,0,89,108,0,N,N,N,N,1033.71,438.2,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,9,120,58,Y,Y,0,82,44,1,N,N,N,N,1000,431.03,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,8,21,19,Y,Y,0,38,18,0,N,N,N,N,421.05,105.26,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,50,17,14,Y,Y,0,0,0,0,N,N,N,N,571.43,71.43,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,38,180,130,Y,Y,128,69,27,0,N,N,N,N,600,192.31,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,34,27,Y,Y,0,0,12,0,N,N,N,N,74.07,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,44,157,115,N,N,221,225,77,0,Y,N,Y,N,1052.17,252.17,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONTINGENCY
Y,Y,0,110,90,Y,Y,0,0,46,0,N,N,Y,Y,766.67,88.89,0,0,3-7 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,1,120,72,Y,Y,0,22,17,0,Y,N,Y,N,388.89,97.22,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,10,150,93,Y,Y,0,83,40,0,N,N,Y,N,1032.26,161.29,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,13,58,54,Y,Y,54,132,47,1,N,N,N,N,1333.33,444.44,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,50,36,Y,Y,0,0,36,0,N,N,N,N,694.44,250,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,21,121,84,Y,Y,86,98,47,0,N,N,N,N,1023.81,142.86,0,0,1-2 DAYS,1,N,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,48,45,Y,Y,45,63,34,0,N,N,Y,N,622.22,22.22,0,0,NOTEST,0,Y,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,9,102,95,Y,Y,6,160,48,0,N,N,N,N,789.47,178.95,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,180,122,Y,Y,0,0,62,0,N,N,N,N,811.48,270.49,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,60,52,Y,Y,1,35,47,0,N,N,N,N,1000,211.54,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,126,76,Y,Y,0,0,5,0,N,N,N,N,65.79,13.16,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,17,10,Y,Y,0,0,13,0,N,N,N,N,700,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,60,46,N,N,1,8,40,0,N,N,N,N,1391.3,326.09,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,107,93,Y,Y,1,55,35,0,N,N,N,N,784.95,118.28,0,1,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,130,396,286,Y,Y,52,110,77,4,N,N,N,N,590.91,97.9,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,32,15,Y,Y,0,0,23,0,N,N,N,N,133.33,66.67,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,151,109,Y,Y,1,69,97,0,N,N,N,N,275.23,348.62,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,41,129,106,Y,Y,221,473,98,0,N,N,N,N,452.83,84.91,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,120,98,Y,Y,5,112,64,0,N,N,N,N,714.29,102.04,0,0,1-2 DAYS,0,N,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,120,96,Y,Y,0,0,15,0,N,N,N,N,354.17,93.75,0,1,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,77,55,Y,Y,0,0,34,0,N,N,N,N,800,127.27,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,56,64,62,Y,Y,0,38,25,0,N,N,N,N,161.29,48.39,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,55,49,Y,Y,1,13,12,0,N,N,Y,N,979.59,265.31,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,130,114,Y,Y,186,115,31,0,N,N,N,N,96.49,8.77,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,0,65,50,Y,Y,0,20,23,0,N,N,N,N,760,100,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,74,63,Y,Y,0,0,53,0,N,N,Y,N,1317.46,79.37,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,80,75,Y,Y,53,71,32,0,N,N,N,N,506.67,173.33,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,100,92,Y,Y,95,343,46,0,N,N,N,N,184.78,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,67,39,Y,Y,0,3,22,0,N,N,N,N,923.08,179.49,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,120,95,Y,Y,2,78,23,0,N,N,N,N,726.32,136.84,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,96,125,97,Y,Y,0,9,28,0,N,N,N,N,525.77,123.71,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,2,60,29,Y,Y,0,59,27,0,N,N,N,N,1758.62,448.28,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,16,60,43,Y,Y,8,2,45,0,N,N,N,N,1441.86,279.07,0,0,1-2 DAYS,1,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,69,92,71,Y,Y,0,8,22,0,N,N,N,N,802.82,183.1,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,65,50,Y,Y,0,106,52,0,N,N,N,N,1160,460,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,42,61,58,Y,Y,0,0,18,0,N,N,N,Y,310.34,258.62,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,26,59,53,Y,Y,0,9,65,0,N,N,N,N,1075.47,547.17,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,31,22,8,Y,Y,0,0,9,0,Y,N,Y,N,750,375,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,59,49,Y,Y,0,42,31,0,N,N,N,N,795.92,40.82,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,17,111,86,Y,Y,0,38,39,0,N,N,N,N,1069.77,197.67,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,121,73,Y,Y,3,2,0,0,N,N,N,N,0,0,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,60,130,95,Y,Y,6,18,47,0,N,N,N,N,1010.53,305.26,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CRISIS
Y,Y,29,128,104,Y,Y,8,44,55,0,N,N,N,N,750,221.15,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,16,50,50,Y,Y,0,0,63,0,N,N,N,N,240,20,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,9,58,54,Y,Y,2,3,22,0,N,N,N,N,74.07,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,50,44,Y,Y,15,15,26,4,Y,Y,Y,Y,931.82,204.55,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,29,180,154,Y,Y,3,54,16,0,N,N,N,N,84.42,6.49,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,110,52,26,Y,Y,0,0,28,0,N,N,N,N,269.23,115.38,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,90,72,Y,Y,15,19,41,1,N,N,N,N,1027.78,138.89,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,1,66,55,Y,Y,2,1,12,0,N,N,N,N,163.64,0,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,20,305,184,Y,Y,9,0,117,0,N,N,Y,N,260.87,92.39,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,100,64,Y,Y,0,80,52,0,Y,N,N,Y,1031.25,906.25,0,2,NOTEST,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,15,126,89,Y,Y,0,0,103,0,N,N,N,N,730.34,157.3,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,16,9,Y,Y,NA,NA,6,0,Y,N,N,N,666.67,0,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,32,86,77,Y,Y,1,1,20,0,N,N,N,N,90.91,38.96,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,120,72,Y,Y,77,129,53,0,N,N,N,N,1180.56,375,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,49,96,86,Y,Y,0,67,46,0,N,N,N,N,1069.77,302.33,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,0,81,67,Y,Y,6,82,4,0,N,N,N,N,14.93,0,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,120,82,Y,Y,76,107,99,0,Y,N,Y,N,1012.2,207.32,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CRISIS,CONVENTIONAL,CONVENTIONAL
Y,Y,16,120,68,Y,Y,16,80,61,0,N,N,N,N,1338.24,308.82,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,119,129,113,Y,Y,2,137,47,1,N,N,N,N,1106.19,176.99,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,78,72,Y,Y,70,53,19,0,N,N,N,N,111.11,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,50,36,Y,Y,2,43,24,0,Y,N,Y,N,444.44,194.44,0,0,<1 DAY,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,17,35,16,Y,Y,1,4,5,0,N,N,N,N,125,625,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,28,19,Y,Y,1,0,25,0,N,N,Y,N,1000,105.26,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,131,94,Y,Y,8,32,51,0,Y,N,Y,N,957.45,85.11,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY
Y,Y,16,99,82,Y,Y,9,22,35,0,N,N,N,N,829.27,85.37,0,0,NOTEST,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,1,64,51,Y,Y,0,0,72,0,N,N,N,N,980.39,392.16,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,102,109,73,Y,Y,146,227,46,0,N,N,N,N,465.75,13.7,0,0,<1 DAY,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,25,77,73,Y,Y,27,32,41,0,N,N,N,N,383.56,27.4,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,44,25,Y,Y,0,35,9,0,N,N,N,N,200,40,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,13,120,104,Y,Y,110,144,52,0,N,N,N,N,596.15,57.69,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,35,32,Y,Y,0,0,9,0,N,N,N,N,406.25,31.25,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,130,90,Y,Y,0,59,65,0,N,N,N,N,1244.44,255.56,0,0,NOTEST,0,Y,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,32,78,62,Y,Y,0,0,72,0,Y,N,N,N,790.32,241.94,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,118,70,34,Y,Y,70,123,41,0,N,N,N,N,1029.41,970.59,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONTINGENCY
Y,Y,1,43,39,Y,Y,0,39,21,0,Y,N,Y,N,384.62,179.49,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,155,87,Y,Y,0,8,21,0,N,N,N,N,114.94,0,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,100,67,Y,Y,0,0,60,0,N,N,N,N,1164.18,149.25,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,59,44,Y,Y,0,31,32,0,N,N,N,N,1545.45,68.18,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,19,60,43,Y,Y,0,0,24,0,N,N,N,N,465.12,232.56,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,129,98,Y,Y,89,118,44,0,N,N,N,N,785.71,91.84,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,82,82,Y,Y,1,33,59,0,N,N,N,N,195.12,0,0,0,1-2 DAYS,1,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,22,149,91,Y,Y,0,0,78,0,Y,N,Y,N,1142.86,274.73,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,102,166,123,Y,Y,21,25,59,0,N,N,N,N,813.01,219.51,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,3,60,53,Y,Y,46,53,37,0,N,N,N,N,698.11,75.47,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,8,141,97,Y,Y,0,0,124,0,N,N,N,N,1061.86,329.9,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,144,135,Y,Y,133,139,53,0,N,N,N,N,103.7,0,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,62,56,Y,Y,0,0,34,0,N,N,N,N,714.29,35.71,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,41,369,258,Y,Y,226,314,106,0,N,N,N,N,813.95,85.27,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,84,63,Y,Y,0,8,37,0,N,N,N,N,888.89,95.24,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,180,130,Y,Y,0,0,65,0,N,N,N,N,938.46,192.31,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,25,180,130,Y,Y,10,75,25,0,N,N,N,N,346.15,100,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,48,324,304,Y,Y,0,72,41,0,N,N,N,N,95.39,65.79,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,73,70,Y,Y,0,31,38,0,N,N,N,N,228.57,0,0,0,<1 DAY,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,15,80,67,Y,Y,221,332,39,0,N,N,N,N,582.09,179.1,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
N,NA,43,64,42,NA,NA,NA,NA,33,0,NA,NA,NA,NA,523.81,142.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,Y,8,164,116,Y,Y,0,78,16,0,N,N,N,N,8.62,94.83,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,14,60,54,Y,Y,0,4,23,0,Y,N,Y,Y,555.56,111.11,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,48,40,Y,Y,1,11,11,0,N,N,N,N,475,50,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
